ein,organization_name,dba_name,entity_type, total_participants ,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_num,web site domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP ,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,Preisent & CEO,email domain
990104618,HAWAII ELECTRICIANS HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,843",1,"1935 HAU STREET, ROOM 300",,HONOLULU,HI,96819,8088416169,,,,,,,,,,,,,,
316029682,BOARD OF TRUSTEES OF OH CONFERENCE TEAMSTERS AND IND HLTH & WELFARE,,Taft-Hartley Trust,"2,838",1,435 S. HAWLEY,,TOLEDO,OH,43609,4192543310,,,,,,,,,,,,,,
436067614,MOTOR CAR DEALERS ASSOCIATION OF GREATER KANSAS CITY H&W FUND,,Taft-Hartley Trust,"2,814",1,11863 WEST 112TH STREET 200,,OVERLAND PARK,KS,66210,9133458970,,,,,,,,,,,,,,
386058383,"BOARD OF TRUSTEES, MICHIGAN CARPENTERS' HEALTH CARE FUND",,Taft-Hartley Trust,"2,797",1,6525 CENTURION DRIVE,,LANSING,MI,48917,5173217502,,,,,,,,,,,,,,
132873303,BD OF TRUSTEES IUOE LOCAL 30 BENEFITS FUND,,Taft-Hartley Trust,"2,797",1,16-16 WHITESTONE EXPRESSWAY,,WHITESTONE,NY,11357,7188476800,,,,,,,,,,,,,,
951068595,SCHOOLSFIRST FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,788",1,2115 NORTH BROADWAY,,SANTA ANA,CA,92711,7142584000,,,,,,,,,,,,,,
946401544,"BOARD OF TRUSTEES, U.A. LOCAL 393 HEALTH & WELFARE TRUST FUND",,Taft-Hartley Trust,"2,787",1,1731 TECHNOLOGY DRIVE SUITE 570,,SAN JOSE,CA,95110,4085883770,,,,,,,,,,,,,,
411334004,TRUSTEES RETIREMENT MEDICAL FUNDING PLAN FOR ST. PAUL ELECTRICAL WORKE,,Taft-Hartley Trust,"2,783",1,1330 CONWAY STREET,SUITE 130,ST. PAUL,MN,55106,6517764239,,,,,,,,,,,,,,
350851694,ELECTRICAL WORKERS BENEFIT TRUST FUND,,Taft-Hartley Trust,"2,782",1,"1828 N. MERIDIAN ST., SUITE 103",,INDIANAPOLIS,IN,46202,3179234577,,,,,,,,,,,,,,
586066597,JT BD OF TRUSTEES OF SOUTHEASTERN CARP & MILLWRIGHTS HEALTH PLAN,,Taft-Hartley Trust,"2,781",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
223052612,PAINTERS DISTRICT COUNCIL 711 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,780",1,27 ROLAND AVENUE,,MOUNT LAUREL,NJ,8054,8567932501,,,,,,,,,,,,,,
946061762,"BOARD OF TRUSTEES, ELECTRICAL WORKERS HEALTH AND",WELFARE TRUST FUND FOR,Taft-Hartley Trust,"2,779",1,720 MARKET ST STE 700,,SAN FRANCISCO,CA,94102,4152633670,,,,,,,,,,,,,,
440567087,MO-KAN SHEET METAL WORKERS WELFARE FUND,,Taft-Hartley Trust,"2,776",1,P O BOX 300019,,KANSAS CITY,MO,64130,8165310334,,,,,,,,,,,,,,
112252603,UNITED CRAFTS BENEFIT FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,772",1,415 WILLIS AVENUE,,WILLISTON PARK,NY,11596,5168775008,,,,,,,,,,,,,,
562423802,UNITED BENEFIT FUND,,Taft-Hartley Trust,"2,755",1,40-26 235TH ST.,,DOUGLASTON,NY,11363,7185132477,,,,,,,,,,,,,,
946072964,BOARD OF TRUSTEES OF BAY AREA AUTOMOTIVE GROUP WELFARE FUND,,Taft-Hartley Trust,"2,751",1,"4160 DUBLIN BOULEVARD, SUITE 400",,DUBLIN,CA,94568,9258337300,,,,,,,,,,,,,,
430684998,IRONWORKERS ST LOUIS DISTRICT COUNCIL WELFARE PLAN,,Taft-Hartley Trust,"2,749",1,13801 RIVERPORT DRIVE,SUITE 101,MARYLAND HEIGHTS,MO,63043,3147391100,,,,,,,,,,,,,,
860104344,BOARD OF TRUSTEES ARIZONA PIPE TRADES HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"2,712",1,3121 N 24TH ST,,PHOENIX,AZ,85016,6029561950,,,,,,,,,,,,,,
310894934,BOARD OF TRUSTEES OF OH CONFERENCE TEAMSTERS AND IND HLTH & WELFARE,,Taft-Hartley Trust,"2,708",1,435 S. HAWLEY,,TOLEDO,OH,43609,4192438800,,,,,,,,,,,,,,
651156742,"EMBRAER AIRCRAFT HOLDING, INC.",,Taft-Hartley Trust,"2,708",1,276 SW 34TH STREET,,FORT LAUDERDALE,FL,33315,9543593824,,,,,,,,,,,,,,
743041723,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,,Taft-Hartley Trust,"2,705",1,100 UNIVERSAL CITY PLAZA,,UNIVERSAL CITY,CA,91608,8187772223,,,,,,,,,,,,,,
454698959,TRUSTEES OF THE SAN DIEGO CITY EMPLOYEES RETIREE MEDICAL TRUST,,Taft-Hartley Trust,"2,702",1,"1843 HOTEL CIRCLE SOUTH, NO. 300",,SAN DIEGO,CA,92108,6194813637,,,,,,,,,,,,,,
383362971,"DETROIT ENTERTAINMENT, L.L.C. D/B/A MOTORCITY CASINO",MOTORCITY CASINO,Taft-Hartley Trust,"2,686",1,2901 GRAND RIVER AVENUE,,DETROIT,MI,48201,3132375279,,,,,,,,,,,,,,
131805529,"SICK BENEFIT FUND OF AIT & NW OF AMERICA, LOCAL 223",,Taft-Hartley Trust,"2,673",1,420 W MERRICK ROAD,,VALLEY STREAM,NY,11580,5168726690,,,,,,,,,,,,,,
160962644,ROCHESTER AREA CONSTRUCTION AND MATERIALS TEAMSTERS HEALTH AND WELFARE,,Taft-Hartley Trust,"2,665",1,130 METRO PARK,,ROCHESTER,NY,14623,5852541700,,,,,,,,,,,,,,
520631160,BOARD OF TRUSTEES TRUCK DRIVERS NO. 355 HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"2,663",1,"9411 PHILADELPHIA ROAD, SUITE S",,BALTIMORE,MD,21237,4434609200,,,,,,,,,,,,,,
466785860,"BOARD OF TRUSTEES, TEAMSTERS SANITATION INDUSTRY",TRUST FUND,Taft-Hartley Trust,"2,657",1,1000 N CENTRAL AVE STE 400,,GLENDALE,CA,91202,8182430222,,,,,,,,,,,,,,
256032450,"BOARD OF TRUSTEES, STEAMFITTERS LOCAL #449 MEDICAL & BENEFIT FUND",,Taft-Hartley Trust,"2,652",1,1517 WOODRUFF STREET,,PITTSBURGH,PA,15220,4123811133,,,,,,,,,,,,,,
841494820,"CRAFTWORKS RESTAURANTS AND BREWERIES, INC",,Taft-Hartley Trust,"2,650",1,3011 ARMORY DR STE 300,,NASHVILLE,TN,37204,6158859056,,,,,,,,,,,,,,
346529234,I.B.E.W. LOCAL 38 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,649",1,"3250 EUCLID AVENUE, SUITE 270",,CLEVELAND,OH,44115,2164317738,,,,,,,,,,,,,,
362150067,BOARD OF TRUSTEES OF ADMINISTRATIVE DISTRICT COUNCIL NO. 1 WELFARE FUN,,Taft-Hartley Trust,"2,643",1,660 N. INDUSTRIAL DRIVE,SUITE 100,ELMHURST,IL,60126,6306178600,,,,,,,,,,,,,,
111630810,BOARD OF TRUSTEES OF THE IBEW LOCAL 25 HEALTH & BENEFIT FUND,,Taft-Hartley Trust,"2,639",1,372 VANDERBILT MOTOR PARKWAY,,HAUPPAUGE,NY,11788,6314343344,,,,,,,,,,,,,,
900186021,AMNEAL PHARMACEUTICALS LLC,,Taft-Hartley Trust,"2,638",1,50 HORSEBLOCK ROAD,3RD FLOOR,BROOKHAVEN,NY,11719,6319520214,,,,,,,,,,,,,,
756493465,CONSOLIDATED ASSOCIATIONS OF RAILROAD EMPLOYEES HEALTH CARE TRUST,,Taft-Hartley Trust,"2,636",1,4912 MIDWAY DRIVE,,TEMPLE,TX,76502,2547731330,,,,,,,,,,,,,,
946072965,BOARD OF TRUSTEES BAY AREA DELIVERY DRIVERS,SECURITY FUND,Taft-Hartley Trust,"2,633",1,"4160 DUBLIN BLVD, SUITE 400",,DUBLIN,CA,94568,9258337300,,,,,,,,,,,,,,
570969174,"VOLUME SERVICES AMERICA, INC. (CENTERPLATE)",,Taft-Hartley Trust,"2,631",1,1 INDEPENDENCE POINTE,SUITE 305,GREENVILLE,SC,29615,8645988600,,,,,,,,,,,,,,
135542693,BOARD OF TRUSTEES OF THE CEMENT AND CONCRETE WORKERS DC WELFARE FUND,,Taft-Hartley Trust,"2,626",1,35-30 FRANCIS LEWIS BOULEVARD,SUITE 201,FLUSHING,NY,11358,7187626133,,,,,,,,,,,,,,
621548543,BOARD OF TRUSTEES USW HRA FUND,,Taft-Hartley Trust,"2,619",1,"1101 KERMIT DR, STE 800",,NASHVILLE,TN,37217,6153336343,,,,,,,,,,,,,,
237111727,BOARD OF TRUSTEES OF MINNEAPOLIS PAINTING INDUSTRY,DISTRICT COUNCIL #82 HEALTH CARE FUND,Taft-Hartley Trust,"2,618",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
135562753,PAVERS & ROAD BUILDERS DC WELFARE FUND,,Taft-Hartley Trust,"2,616",1,17-20 WHITESTONE EXPRESSWAY STE 200,,WHITESTONE,NY,11357,7189616963,,,,,,,,,,,,,,
840456274,TRUSTEES - PIPE INDUSTRY HEALTH AND WELFARE FUND OF COLORADO,,Taft-Hartley Trust,"2,595",1,"7525 SE 24TH STREET, SUITE 200",,MERCER ISLAND,WA,98040,2064417574,,,,,,,,,,,,,,
911950259,"BOARD OF TRUSTEES, SOUND HEALTH & WELLNESS RETIREE TRUST",,Taft-Hartley Trust,"2,594",1,11724 NE 195TH STREET,SUITE 300,BOTHELL,WA,98011,2062824100,,,,,,,,,,,,,,
133981536,"UNION SQUARE HOSPITALITY GROUP, LLC",,Taft-Hartley Trust,"2,593",1,"24 UNION SQUARE EAST, FLOOR 6",,NEW YORK,NY,10003,6467477209,,,,,,,,,,,,,,
530237789,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",,Taft-Hartley Trust,"2,586",1,"1625 L ST., N.W.",,WASHINGTON,DC,20036,2024291000,,,,,,,,,,,,,,
344441661,BOARD OF TRUSTEES TOLEDO ELECTRICAL WELFARE FUND,,Taft-Hartley Trust,"2,584",1,727 LIME CITY ROAD,,ROSSFORD,OH,43460,4196664450,,,,,,,,,,,,,,
20642001,TRUSTEES OF UFCW LOCAL 1000 OKLAHOMA HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,580",1,"2010 NW 150TH AVENUE, SUITE 100",STE 200,PEMBROKE PINES,FL,33028,8008425899,,,,,,,,,,,,,,
521601994,BOARD OF TRUSTEES LABORERS' NATIONAL H&W FUND,,Taft-Hartley Trust,"2,579",1,"905 16TH STREET, NW",,WASHINGTON,DC,20006,2027371664,,,,,,,,,,,,,,
362153764,TRUSTEES OF IB OF T UNION LOCAL 710 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,575",1,9000 W 187TH STREET,,MOKENA,IL,60448,7732542500,,,,,,,,,,,,,,
204531180,THE WESTERN UNION COMPANY,,Taft-Hartley Trust,"2,560",1,"LEVEL 13, ONE BELLEVIEW STATION",7001 E BELLEVIEW AVE,DENVER,CO,80237,7203325137,,,,,,,,,,,,,,
454955344,IBEW LOCAL UNION NO 351 WELFARE AND SUPPLEMENTAL FUND,,Taft-Hartley Trust,"2,537",1,830 BEAR TAVERN RD PO BOX 1028,,WEST TRENTON,NJ,8628,6097181323,,,,,,,,,,,,,,
223235800,LOC. 351 IBEW HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,537",1,"C/O IE SHAFFER CO.,P O BOX 1028",830 BEAR TAVERN ROAD,WEST TRENTON,NJ,86280,8007923666,,,,,,,,,,,,,,
611411269,"UNION UNDERWEAR COMPANY, INC.",,Taft-Hartley Trust,"2,533",1,PO BOX 90015,,BOWLING GREEN,KY,42102,2707816400,,,,,,,,,,,,,,
526038494,BRD OF TTEES-SMW LOCAL UNION 100 HEALTH PLAN,,Taft-Hartley Trust,"2,531",1,P. O. BOX 4148,,PORTLAND,OR,97208,8005471314,,,,,,,,,,,,,,
936027865,TEAMSTERS 206 EMPLOYERS PLAN BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,527",1,"700 NE MULTNOMAH STREET, SUITE 350",2323 EASTLAKE AVE. E,PORTLAND,OR,97232,5032386961,,,,,,,,,,,,,,
926003453,"BOARD OF TRUSTEES, AK UFCW HEALTH & WELFARE TRUST",,Taft-Hartley Trust,"2,527",1,P.O. BOX 34203,SUITE 200,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
680139450,BOARD OF TRUSTEES UFCW NORTHERN CALIFORNIA AND DRUG EMPLOYERS HEALTH A,,Taft-Hartley Trust,"2,519",1,1000 BURNETT AVE STE 200,,CONCORD,CA,94520,9257467530,,,,,,,,,,,,,,
452029312,BD OF TRUSTEES BUTLER-ZANESVILLE WORKS HOURLY AND SALARIED UNION RETIR,,Taft-Hartley Trust,"2,500",1,60 BOULEVARD OF THE ALLIES 5TH FL,,PITTSBURGH,PA,15222,4122012242,,,,,,,,,,,,,,
581910292,BOARD OF TRUSTEES OF SOUTHERN PAINTERS WELFARE FUND,,Taft-Hartley Trust,"2,493",1,5 HOT METAL STREET,SUITE 200,PITTSBURGH,PA,15203,4124321125,,,,,,,,,,,,,,
230465970,CHAMBERSBURG HOSPITAL,WELLSPAN CHAMBERSBURG HOSPITAL,Taft-Hartley Trust,"2,477",1,112 NORTH SEVENTH STREET,,CHAMBERSBURG,PA,17201,7172677175,,,,,,,,,,,,,,
344442536,UNION CONSTRUCTION WORKERS HEALTH PLAN,,Taft-Hartley Trust,"2,476",1,P.O. BOX 1330,,HOLLAND,OH,43528,4192482401,,,,,,,,,,,,,,
366108981,TRUSTEES OF NATIONAL PRODUCTION WORKERS UNION INSURANCE TRUST FUND,,Taft-Hartley Trust,"2,454",1,1520 KENSINGTON ROAD,SUITE 320,OAK BROOK,IL,60523,6305750560,,,,,,,,,,,,,,
251002501,TEAMSTERS 261 AND EMPLOYERS,,Taft-Hartley Trust,"2,448",1,"351 NORTHGATE CIRCLE, SUITE B",,NEW CASTLE,PA,16105,7246524667,,,,,,,,,,,,,,
596134278,TRUSTEES OF THE FLORIDA UBC HEALTH FUND,,Taft-Hartley Trust,"2,420",1,PO BOX 1449,,GOODLETTSVILLE,TN,37070,8008314914,,,,,,,,,,,,,,
386216995,"BOARD OF TRUSTEES, IRON WORKERS LOCAL NO. 25",,Taft-Hartley Trust,"2,417",1,700 TOWER DRIVE,SUITE 300,TROY,MI,48098,2483473100,,,,,,,,,,,,,,
131831867,"BOARD OF TRUSTEES OF POINTERS,",CLEANERS & CAULKERS WELFARE FUND,Taft-Hartley Trust,"2,416",1,66-05 WOODHAVEN BOULEVARD,,REGO PARK,NY,11374,7188966266,,,,,,,,,,,,,,
581261304,ATLANTA PLUMBERS & STEAMFITTERS H & W FUND,,Taft-Hartley Trust,"2,410",1,"2010 N.W. 150TH AVE, STE 100",,PEMNROKE PINES,FL,33028,7704553802,,,,,,,,,,,,,,
382026006,BD OF TRUSTEES LABORERS' METRO DETROIT HEALTH CARE FUND,,Taft-Hartley Trust,"2,409",1,6525 CENTURION DRIVE,,LANSING,MI,48917,5173217502,,,,,,,,,,,,,,
847090724,REVOLUTIONARY MEDICAL TRUST,,Taft-Hartley Trust,"2,408",1,"1000 N. CENTRAL AVE., STE 400",,GLENDALE,CA,91202,8182430222,,,,,,,,,,,,,,
362241970,"BOARD OF TRUSTEES, NATIONAL ALLIED WORKE LOCAL 831",,Taft-Hartley Trust,"2,406",1,6970 W. DIVERSEY AVENUE,,CHICAGO,IL,60707,7736581322,,,,,,,,,,,,,,
486179687,CONSTRUCTION INDUSTRY OF KANSAS HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,406",1,"333 WEST VINE STREET, STE. 500",STE 400,LEXINGTON,KY,40507,8889997741,,,,,,,,,,,,,,
660601640,HR PROPERTIES INC DBA,,Taft-Hartley Trust,"2,396",2,PO BOX 9021048,,SAN JUAN,PR,90210,7877217777,,,,,,,,,,,,,,
111630906,HOFSTRA UNIVERSITY,,Taft-Hartley Trust,"2,396",1,205 HOFSTRA UNIVERSITY,,HEMPSTEAD,NY,11549,5164636859,,,,,,,,,,,,,,
956537860,"BOARD OF TRUSTEES, LAUNDRY AND DRY CLEANING WORKERS LOCAL NO. 52 HEALT",,Taft-Hartley Trust,"2,382",1,"1200 WILSHIRE BLVD., FIFTH FLOOR",,LOS ANGELES,CA,90017,5624635060,,,,,,,,,,,,,,
221550500,LOCAL 68 ENGINEERS UNION WELFARE BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,380",1,14 FAIRFIELD PLACE,,W. CALDWELL,NJ,7006,9732276426,,,,,,,,,,,,,,
263625263,VEBA COMMITTEE RETIREES OF CTNA HEALTH CARE TRUST,,Taft-Hartley Trust,"2,375",1,60 BOULEVARD OF THE ALLIES,5TH FLOOR,PITTSBURGH,PA,15222,4122012242,,,,,,,,,,,,,,
344443218,BOARD OF TRUSTEES NORTHWESTERN OHIO PLUMBERS AND PIPEFITTERS,ACTIVE HEALTH AND WELFARE PLAN AND,Taft-Hartley Trust,"2,375",1,7570 CAPLE BLVD STE B,,NORTHWOOD,OH,43619,4196621388,,,,,,,,,,,,,,
316084152,BOARD OF TRUSTEES OF INTERNATIONAL BROTHERHOOD OF ELEC. WORKERS 683,HEALTH & WELFARE FUND,Taft-Hartley Trust,"2,370",1,6525 CENTURION DRIVE,,LANSING,MI,48917,8446830683,,,,,,,,,,,,,,
390852117,BOARD OF TRUSTEES OF WISCONSIN PIPE TRADES HEALTH FUND,,Taft-Hartley Trust,"2,365",1,"11270 WEST PARK PLACE, SUITE 950",,MILWAUKEE,WI,53224,4145773700,,,,,,,,,,,,,,
886002912,LABORERS LOCAL 872 BOARD OF TRUSTEES HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"2,360",1,2345 RED ROCK ST,SUITE 220,LAS VEGAS,NV,89146,7022515690,,,,,,,,,,,,,,
362226396,TRUSTEES OF ROOFERS UNIONS WELFARE TRUST FUND,,Taft-Hartley Trust,"2,358",1,2021 SWIFT DRIVE,,OAK BROOK,IL,60523,8478271029,,,,,,,,,,,,,,
340308380,IBEW LOCAL UNION 306,,Taft-Hartley Trust,"2,353",1,33 FITCH BOULEVARD,,YOUNGSTOWN,OH,44515,3302700453,,,,,,,,,,,,,,
465215047,DEARBORN SCHOOLS EMPLOYEE HEALTHCARE PROGRAM VOLUNTARY EMPLOYEE,,Taft-Hartley Trust,"2,336",1,15250 MERCANTILE DRIVE,,DEARBORN,MI,48120,3135845311,,,,,,,,,,,,,,
520575721,"BOARD OF TRUSTEES OF THE STEAMSHIP TRADE ASSOCIATION OF BALTIMORE,",INCORPORATED - INTERNATIONAL LONGSHOREME,Taft-Hartley Trust,"2,331",1,6610 TRIBUTARY STREET,,BALTIMORE,MD,21224,4106339311,,,,,,,,,,,,,,
42088633,SHEET METAL WORKERS LOCAL UNION NO. 17 INSURANCE FUND,,Taft-Hartley Trust,"2,309",1,1157 ADAMS STREET 1ST FLOOR,,DORCHESTER,MA,2124,6174265646,,,,,,,,,,,,,,
306001608,"BOARD OF TRUSTEES, SANTA MONICA CITY EMPLOYEES",COALITION BENEFIT TRUST,Taft-Hartley Trust,"2,307",1,1200 WILSHIRE BLVD 5TH FL,,LOS ANGELESE,CA,90017,5624635000,,,,,,,,,,,,,,
470462667,IBEW LOCAL UNION NO. 22/NECA HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,299",1,"8960 L STREET, SUITE 101",,OMAHA,NE,68127,4025923753,,,,,,,,,,,,,,
231415471,BOARD OF TRUSTEES OF TEAMSTERS LOCAL 830 WELFARE FUND HEALTH AND WELFA,AND WELFARE FUND,Taft-Hartley Trust,"2,277",1,12298 TOWNSEND ROAD,,PHILADELPHIA,PA,19154,2159691012,,,,,,,,,,,,,,
362951116,BOARD OF TRUSTEES-IBEW LOCAL 701 WELFARE FUND,,Taft-Hartley Trust,"2,261",1,28600 BELLA VISTA PRKWAY,,WARRENVILLE,IL,60555,6303931701,,,,,,,,,,,,,,
660318135,UNION INDEPENDIENTE EMPLEADOS TELEFONICOS,,Taft-Hartley Trust,"2,250",2,755 CALLE 31 SW,,SAN JUAN,PR,92112,7877833059,,,,,,,,,,,,,,
936022485,"BOARD OF TRUSTEES, AGC-IUOE LOCAL 701 HEALTH & WELFARE TRUST FUND",,Taft-Hartley Trust,"2,249",1,P.O. BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
466746110,CUCARE WELFARE BENEFIT PLAN TRUST,,Taft-Hartley Trust,"2,246",1,5975 CASTLE CREEK PARKWAY NORTH DR.,SUITE 200,INDIANAPOLIS,IN,46250,3175945300,,,,,,,,,,,,,,
510141783,OPERATING ENGINEERS LOCAL #234 HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"2,235",1,"4880 HUBBELL AVENUE, SUITE 1",,DES MOINES,IA,50317,5152073875,,,,,,,,,,,,,,
940382330,CHILDRENS HOSPITAL & RESEARCH CENTER OAKLAND,,Taft-Hartley Trust,"2,229",1,747 52ND STREET,,OAKLAND,CA,94609,5104283622,,,,,,,,,,,,,,
20656066,BOARD OF TRUSTEES OF HEARTLAND HEALTHCARE FUND,,Taft-Hartley Trust,"2,217",1,3001 METRO DRIVE,STE 500,BLOOMINGTON,MN,55425,9528540795,,,,,,,,,,,,,,
200485783,REPUBLIC STEEL,,Taft-Hartley Trust,"2,208",1,2633 8TH STREET NE,,CANTON,OH,44704,4407490695,,,,,,,,,,,,,,
60660430,CONNECTICUT PIPE TRADES HEALTH FUND C/O CT PIPE TRADES BENEFIT FUNDS A,,Taft-Hartley Trust,"2,207",1,1155 SILAS DEANE HIGHWAY,,WETHERSFIELD,CT,6109,2032697741,,,,,,,,,,,,,,
237243412,SAN DIEGO COUNTY TEAMSTERS - EMPLOYERS INSURANCE TRUST,,Taft-Hartley Trust,"2,206",1,3737 CAMINO DEL RIO SOUTH,SUITE 300,SAN DIEGO,CA,92108,6195491051,,,,,,,,,,,,,,
391932533,PLUMBERS & STEAMFITTERS LOCAL 400,,Taft-Hartley Trust,"2,206",1,P.O. BOX 530,2700 NORTHRIDGE DRIVE,KAUKAUNA,WI,54130,9204620400,,,,,,,,,,,,,,
930757655,SHEET METAL WORKERS 16 HEALTH TR. BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,202",1,PO BOX 4148,,PORTLAND,OR,97208,5032825581,,,,,,,,,,,,,,
746104544,BOARD OF TRUSTEES - SOUTHWEST LABORERS' HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"2,200",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070,6158590131,,,,,,,,,,,,,,
381428364,PAINTERS UNION INSURANCE FUND,,Taft-Hartley Trust,"2,196",1,26877 NORTHWESTERN HWY,STE 100,SOUTHFIELD,MI,48033,2483583340,,,,,,,,,,,,,,
920019874,ALASKA USA FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,183",1,P.O. BOX 196310,,ANCHORAGE,AK,99519,9077862524,,,,,,,,,,,,,,
42157164,PLUMBERS UNION LOCAL 12 WELFARE PLAN HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,182",1,1230 MASSACHUSETTS AVENUE,,BOSTON,MA,2125,6172885400,,,,,,,,,,,,,,
590690965,VYSTAR CREDIT UNION,,Taft-Hartley Trust,"2,180",1,4949 BLANDING BLVD,,JACKSONVILLE,FL,32210,9049082527,,,,,,,,,,,,,,
50368200,RI LABORERS HEALTH FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,179",1,"200 MIDWAY ROAD, SUITE 177",,CRANSTON,RI,2920,4019428690,,,,,,,,,,,,,,
351899607,TRUSTEES OF PLUMBERS/STEAMFITTERS LOCAL 440 HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"2,178",1,3440 KOSSUTH STREET,P.O. BOX 5769,LAFAYETTE,IN,47903,7654478803,,,,,,,,,,,,,,
60691728,BRD OF TRUSTEES-TEAMSTERS LOCAL 671 HEALTH SERVICES,INSURANCE PLAN,Taft-Hartley Trust,"2,177",1,18 BRITTON DRIVE,,BLOOMFIELD,CT,60023,8602430671,,,,,,,,,,,,,,
133378857,BOARD OF TRUSTEES DC 37 NYPL HEALTH & SECURITY PLAN TRUST,,Taft-Hartley Trust,"2,163",1,55 WATER ST,,NEW YORK,NY,10041,2128151294,,,,,,,,,,,,,,
111630830,SAINT JOHN'S UNIVERSITY,,Taft-Hartley Trust,"2,159",1,8000 UTOPIA PARKWAY,,JAMAICA,NY,11439,7189906587,,,,,,,,,,,,,,
386440898,NATIONAL EMPLOYEE HEALTH PLAN,,Taft-Hartley Trust,"2,157",1,"255 S. WOODWARD, SUITE 300",,BIRMINGHAM,MI,48009,5866934743,,,,,,,,,,,,,,
956041105,"BOARD OF TRUSTEES, AIRCONDITIONING AND REFRIGERATION",INDUSTRY HEALTH AND WELFARE TRUST,Taft-Hartley Trust,"2,153",1,3500 W ORANGEWOOD AVE,,ORANGE,CA,92868,7149176100,,,,,,,,,,,,,,
43288096,KRAFT GROUP LLC,,Taft-Hartley Trust,"2,146",1,ONE PATRIOT PLACE,,FOXBOROUGH,MA,20351,5085438200,,,,,,,,,,,,,,
236395223,TRUSTEES OF IBEW LOCAL UNION NO. 126 HEALTH AND WELFARE PLAN,WELFARE PLAN,Taft-Hartley Trust,"2,138",1,3455 GERMANTOWN PIKE,,COLLEGEVILLE,PA,19426,6104891185,,,,,,,,,,,,,,
371542425,BOARD OF TRUSTEES OF THE HEALTH & WELFARE BENEFITS TRUST FOR CERTAIN,,Taft-Hartley Trust,"2,129",1,"60 BLVD OF THE ALLIES, 5TH FLOOR",,PITTSBURGH,PA,15222,8669519403,,,,,,,,,,,,,,
111967404,BOARD OF TRUSTEES OF LOCAL 298 HEALTH BENEFIT FUND 1,,Taft-Hartley Trust,"2,124",1,LOCAL 298 HEALTH FUND 1,201 WEST VALLEY STREAM BLVD,VALLEY STREAM,NY,11580,5168726690,,,,,,,,,,,,,,
866052414,BOARD OF TRUSTEES IBEW LOCAL NO 640 & ARIZONA CHAPTER NECA H&W,,Taft-Hartley Trust,"2,123",1,2001 W CAMELBACK RD STE B350,,PHOENIX,AZ,85015,6022488434,,,,,,,,,,,,,,
42163872,BOARD OF TRUSTEES IRON WORKERS,DC OF NE HEALTH AND WELFARE FUND,Taft-Hartley Trust,"2,118",1,161 GRANITE AVENUE,,DORCHESTER,MA,2124,6172653757,,,,,,,,,,,,,,
226062974,BOARD OF TRUSTEES OF ALLIED WELFARE FUND,,Taft-Hartley Trust,"2,114",1,2556 ARTHUR KILL ROAD,,STATEN ISLAND,NY,10309,7189668200,,,,,,,,,,,,,,
946074642,BAY AREA ROOFERS HEALTH AND WELFARE TRUST FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,111",1,6800 SANTA TERESA BOULEVARD,SUITE 100,SAN JOSE,CA,95119,4082884420,,,,,,,,,,,,,,
131564856,BOARD OF TRUSTEES LOCAL 888 HEALTH FUND,,Taft-Hartley Trust,"2,110",1,160 EAST UNION AVENUE,,EAST RUTHERFORD,NJ,7073,9146688881,,,,,,,,,,,,,,
